Ref,Val,Package,PosX,PosY,Rot,Side
"D1","LED","JLCPCB_SIDE_C409529",198.000000,-109.000000,0.000000,top
"D2","LED","JLCPCB_SIDE_C409529",198.000000,-103.000000,0.000000,top
"D3","LED","JLCPCB_SIDE_C409529",198.000000,-97.000000,0.000000,top
"D4","LED","JLCPCB_SIDE_C409529",198.000000,-91.000000,0.000000,top
"L1","22uH","L_0603_1608Metric",184.950000,-118.500000,0.000000,top
"SW1","SW_Push","BUTTON_MEMBRANE_C256108",190.000000,-100.000000,-90.000000,top
"U1","ZXSC380FHTA","SOT-23",184.950000,-115.562500,-90.000000,top
